,Team 1,Team 2,Date,Venue_Team1,Venue_Team2,Winner,Last10MatchesTeam1,Last10MatchesTeam2,Last10ConflictsTeam1,Last10ConflictsTeam2,label
1976,Sri Lanka,England,2003-11-18,0,1,Sri Lanka,5.0,8.0,5.0,5.0,0.0
1977,India,Australia,2003-11-18,0,1,Australia,5.0,8.0,3.0,7.0,1.0
1978,Zimbabwe,West Indies,2003-11-22,0,1,West Indies,3.0,4.0,4.0,6.0,1.0
1979,Zimbabwe,West Indies,2003-11-23,0,1,Zimbabwe,3.0,5.0,3.0,7.0,0.0
1980,Zimbabwe,West Indies,2003-11-26,0,1,Zimbabwe,4.0,5.0,3.0,7.0,0.0
1981,Zimbabwe,West Indies,2003-11-29,0,1,West Indies,4.0,5.0,4.0,6.0,1.0
1982,Pakistan,New Zealand,2003-11-29,0,1,Pakistan,7.0,4.0,8.0,2.0,0.0
1983,Zimbabwe,West Indies,2003-11-30,0,1,West Indies,3.0,6.0,3.0,7.0,1.0
1984,Pakistan,New Zealand,2003-12-01,0,1,Pakistan,7.0,3.0,8.0,2.0,0.0
1985,Pakistan,New Zealand,2003-12-03,0,1,Pakistan,7.0,3.0,8.0,2.0,0.0
1986,Pakistan,New Zealand,2003-12-05,0,1,Pakistan,7.0,2.0,8.0,2.0,0.0
1987,Pakistan,New Zealand,2003-12-07,0,1,Pakistan,7.0,2.0,8.0,2.0,0.0
1988,New Zealand,Pakistan,2004-01-03,0,1,New Zealand,1.0,7.0,2.0,8.0,0.0
1989,New Zealand,Pakistan,2004-01-07,0,1,Pakistan,2.0,6.0,3.0,7.0,1.0
1990,Australia,India,2004-01-09,0,1,Australia,9.0,5.0,8.0,2.0,0.0
1991,New Zealand,Pakistan,2004-01-10,0,1,New Zealand,2.0,6.0,3.0,7.0,0.0
1992,Australia,Zimbabwe,2004-01-11,0,1,Australia,9.0,3.0,10.0,0.0,0.0
1993,New Zealand,Pakistan,2004-01-14,0,1,New Zealand,2.0,6.0,3.0,7.0,0.0
1994,India,Zimbabwe,2004-01-14,2,2,India,4.0,2.0,8.0,2.0,0.0
1995,Australia,Zimbabwe,2004-01-16,0,1,Australia,9.0,2.0,10.0,0.0,0.0
1996,New Zealand,Pakistan,2004-01-17,0,1,New Zealand,3.0,6.0,4.0,6.0,0.0
1997,Australia,India,2004-01-18,0,1,India,9.0,4.0,8.0,2.0,1.0
1998,India,Zimbabwe,2004-01-20,2,2,India,4.0,2.0,8.0,2.0,0.0
1999,Australia,India,2004-01-22,0,1,Australia,9.0,5.0,8.0,2.0,0.0
2000,India,Zimbabwe,2004-01-24,2,2,India,4.0,2.0,8.0,2.0,0.0
2001,South Africa,West Indies,2004-01-25,0,1,South Africa,6.0,6.0,7.0,3.0,0.0
2002,Australia,Zimbabwe,2004-01-26,0,1,Australia,9.0,2.0,10.0,0.0,0.0
2003,South Africa,West Indies,2004-01-28,0,1,South Africa,6.0,5.0,7.0,3.0,0.0
2004,Australia,India,2004-02-01,0,1,Australia,9.0,5.0,8.0,2.0,0.0
2005,South Africa,West Indies,2004-02-01,0,1,West Indies,6.0,4.0,8.0,2.0,1.0
2006,India,Zimbabwe,2004-02-03,2,2,India,5.0,2.0,8.0,2.0,0.0
2007,South Africa,West Indies,2004-02-04,0,1,South Africa,6.0,5.0,7.0,3.0,0.0
2008,Australia,India,2004-02-06,0,1,Australia,9.0,6.0,8.0,2.0,0.0
2009,Australia,India,2004-02-08,0,1,Australia,9.0,5.0,8.0,2.0,0.0
2010,New Zealand,South Africa,2004-02-13,0,1,South Africa,4.0,6.0,2.0,8.0,1.0
2011,New Zealand,South Africa,2004-02-17,0,1,New Zealand,4.0,7.0,2.0,8.0,0.0
2012,New Zealand,South Africa,2004-02-20,0,1,New Zealand,5.0,7.0,3.0,7.0,0.0
2013,Sri Lanka,Australia,2004-02-20,0,1,Australia,6.0,9.0,3.0,7.0,1.0
2014,Sri Lanka,Australia,2004-02-22,0,1,Sri Lanka,5.0,9.0,3.0,7.0,0.0
2015,New Zealand,South Africa,2004-02-25,0,1,New Zealand,6.0,7.0,4.0,6.0,0.0
2016,Sri Lanka,Australia,2004-02-25,0,1,Australia,6.0,8.0,4.0,6.0,1.0
2017,Sri Lanka,Australia,2004-02-27,0,1,Australia,6.0,8.0,3.0,7.0,1.0
2018,New Zealand,South Africa,2004-02-29,0,1,New Zealand,7.0,6.0,5.0,5.0,0.0
2019,Sri Lanka,Australia,2004-02-29,0,1,Sri Lanka,5.0,8.0,2.0,8.0,0.0
2020,New Zealand,South Africa,2004-03-02,0,1,New Zealand,8.0,5.0,5.0,5.0,0.0
2021,Zimbabwe,Bangladesh,2004-03-10,0,1,Bangladesh,1.0,0.0,10.0,0.0,1.0
2022,Zimbabwe,Bangladesh,2004-03-12,0,1,Zimbabwe,0.0,1.0,9.0,1.0,0.0
2023,Pakistan,India,2004-03-13,0,1,India,6.0,5.0,6.0,4.0,1.0
2024,Zimbabwe,Bangladesh,2004-03-14,0,1,Zimbabwe,1.0,1.0,9.0,1.0,0.0
2025,Pakistan,India,2004-03-16,0,1,Pakistan,5.0,6.0,5.0,5.0,0.0
2026,Pakistan,India,2004-03-19,0,1,Pakistan,5.0,5.0,6.0,4.0,0.0
2027,Pakistan,India,2004-03-21,0,1,India,5.0,4.0,6.0,4.0,1.0
2028,Pakistan,India,2004-03-24,0,1,India,4.0,4.0,5.0,5.0,1.0
2029,West Indies,England,2004-04-18,0,1,England,5.0,7.0,5.0,5.0,1.0
2030,Zimbabwe,Sri Lanka,2004-04-20,0,1,Sri Lanka,2.0,5.0,2.0,8.0,1.0
2031,Zimbabwe,Sri Lanka,2004-04-22,0,1,Sri Lanka,2.0,6.0,2.0,8.0,1.0
2032,Zimbabwe,Sri Lanka,2004-04-25,0,1,Sri Lanka,2.0,6.0,1.0,9.0,1.0
2033,Zimbabwe,Sri Lanka,2004-04-27,0,1,Sri Lanka,2.0,6.0,1.0,9.0,1.0
2034,Zimbabwe,Sri Lanka,2004-04-29,0,1,Sri Lanka,2.0,7.0,1.0,9.0,1.0
2035,West Indies,England,2004-05-01,0,1,West Indies,4.0,8.0,5.0,5.0,0.0
2036,West Indies,England,2004-05-02,0,1,West Indies,4.0,7.0,6.0,4.0,0.0
2037,West Indies,England,2004-05-05,0,1,England,5.0,7.0,7.0,3.0,1.0
2038,West Indies,Bangladesh,2004-05-15,0,1,West Indies,5.0,1.0,5.0,0.0,0.0
2039,West Indies,Bangladesh,2004-05-16,0,1,West Indies,5.0,1.0,6.0,0.0,0.0
2040,West Indies,Bangladesh,2004-05-19,0,1,West Indies,5.0,1.0,7.0,0.0,0.0
2041,Zimbabwe,Australia,2004-05-25,0,1,Australia,2.0,8.0,0.0,10.0,1.0
2042,Zimbabwe,Australia,2004-05-27,0,1,Australia,2.0,8.0,0.0,10.0,1.0
2043,Zimbabwe,Australia,2004-05-29,0,1,Australia,2.0,8.0,0.0,10.0,1.0
2044,England,West Indies,2004-06-27,0,1,West Indies,7.0,6.0,3.0,7.0,1.0
2045,England,New Zealand,2004-06-29,0,1,New Zealand,6.0,8.0,4.0,6.0,1.0
2046,England,West Indies,2004-07-01,0,1,England,5.0,7.0,3.0,7.0,0.0
2047,New Zealand,West Indies,2004-07-03,2,2,New Zealand,9.0,6.0,7.0,3.0,0.0
2048,England,New Zealand,2004-07-04,0,1,New Zealand,5.0,9.0,4.0,6.0,1.0
2049,England,West Indies,2004-07-06,0,1,West Indies,4.0,6.0,4.0,6.0,1.0
2050,New Zealand,West Indies,2004-07-10,2,2,New Zealand,9.0,7.0,7.0,3.0,0.0
2051,Bangladesh,Hong Kong,2004-07-16,2,2,Bangladesh,1.0,0.0,0.0,0.0,0.0
2052,India,U.A.E.,2004-07-16,2,2,India,5.0,1.0,1.0,0.0,0.0
2053,Bangladesh,Pakistan,2004-07-17,2,2,Pakistan,2.0,3.0,1.0,9.0,1.0
2054,Sri Lanka,U.A.E.,2004-07-17,0,1,Sri Lanka,7.0,1.0,0.0,0.0,0.0
2055,Hong Kong,Pakistan,2004-07-18,2,2,Pakistan,0.0,4.0,0.0,0.0,1.0
2056,Sri Lanka,India,2004-07-18,0,1,Sri Lanka,8.0,5.0,4.0,6.0,0.0
2057,Bangladesh,India,2004-07-21,2,2,India,2.0,5.0,0.0,10.0,1.0
2058,Sri Lanka,Pakistan,2004-07-21,0,1,Sri Lanka,8.0,4.0,5.0,5.0,0.0
2059,Sri Lanka,Bangladesh,2004-07-23,0,1,Sri Lanka,9.0,2.0,10.0,0.0,0.0
2060,India,Pakistan,2004-07-25,2,2,Pakistan,5.0,4.0,5.0,5.0,1.0
2061,Sri Lanka,India,2004-07-27,0,1,India,10.0,5.0,4.0,6.0,1.0
2062,Bangladesh,Pakistan,2004-07-29,2,2,Pakistan,2.0,5.0,0.0,10.0,1.0
2063,Sri Lanka,India,2004-08-01,0,1,Sri Lanka,9.0,6.0,3.0,7.0,0.0
2064,Sri Lanka,South Africa,2004-08-20,0,1,Sri Lanka,9.0,4.0,5.0,5.0,0.0
2065,India,Pakistan,2004-08-21,2,2,Pakistan,5.0,6.0,5.0,5.0,1.0
2066,Sri Lanka,South Africa,2004-08-22,0,1,Sri Lanka,9.0,3.0,6.0,4.0,0.0
2067,Sri Lanka,South Africa,2004-08-25,0,1,Sri Lanka,9.0,2.0,6.0,4.0,0.0
2068,Sri Lanka,South Africa,2004-08-28,0,1,Sri Lanka,9.0,2.0,6.0,4.0,0.0
2069,Australia,Pakistan,2004-08-28,2,2,Australia,8.0,7.0,7.0,3.0,0.0
2070,Sri Lanka,South Africa,2004-08-31,0,1,Sri Lanka,9.0,1.0,6.0,4.0,0.0
2071,England,India,2004-09-01,0,1,England,3.0,5.0,4.0,6.0,0.0
2072,England,India,2004-09-03,0,1,England,4.0,5.0,4.0,6.0,0.0
2073,Australia,Pakistan,2004-09-04,2,2,Australia,8.0,6.0,7.0,3.0,0.0
2074,England,India,2004-09-05,0,1,India,4.0,4.0,5.0,5.0,1.0
2075,England,Zimbabwe,2004-09-10,0,1,England,4.0,2.0,9.0,1.0,0.0
2076,New Zealand,U.S.A.,2004-09-10,2,2,New Zealand,9.0,0.0,0.0,0.0,0.0
2077,India,Kenya,2004-09-11,2,2,India,4.0,3.0,8.0,2.0,0.0
2078,Bangladesh,South Africa,2004-09-12,2,2,South Africa,1.0,0.0,0.0,6.0,1.0
2079,Australia,U.S.A.,2004-09-13,2,2,Australia,8.0,0.0,0.0,0.0,0.0
2080,Sri Lanka,Zimbabwe,2004-09-14,2,2,Sri Lanka,9.0,1.0,9.0,1.0,0.0
2081,Kenya,Pakistan,2004-09-14,2,2,Pakistan,2.0,5.0,0.0,4.0,1.0
2082,Bangladesh,West Indies,2004-09-15,2,2,West Indies,1.0,6.0,0.0,8.0,1.0
2083,Australia,New Zealand,2004-09-16,2,2,Australia,8.0,10.0,6.0,4.0,0.0
2084,England,Sri Lanka,2004-09-17,0,1,England,5.0,9.0,5.0,5.0,0.0
2085,South Africa,West Indies,2004-09-18,2,2,West Indies,1.0,6.0,7.0,3.0,1.0
2086,India,Pakistan,2004-09-19,2,2,Pakistan,4.0,6.0,4.0,6.0,1.0
2087,England,Australia,2004-09-21,0,1,England,5.0,9.0,0.0,10.0,0.0
2088,Pakistan,West Indies,2004-09-22,2,2,West Indies,7.0,7.0,6.0,4.0,1.0
2089,England,West Indies,2004-09-25,0,1,West Indies,6.0,7.0,4.0,6.0,1.0
2090,Pakistan,Zimbabwe,2004-09-30,0,1,Pakistan,6.0,0.0,10.0,0.0,0.0
2091,Pakistan,Zimbabwe,2004-10-03,0,1,Pakistan,6.0,0.0,10.0,0.0,0.0
2092,Pakistan,Sri Lanka,2004-10-06,0,1,Pakistan,7.0,8.0,4.0,6.0,0.0
2093,Sri Lanka,Zimbabwe,2004-10-09,2,2,Sri Lanka,7.0,0.0,9.0,1.0,0.0
2094,Pakistan,Sri Lanka,2004-10-14,0,1,Pakistan,7.0,8.0,5.0,5.0,0.0
2095,Pakistan,Sri Lanka,2004-10-16,0,1,Sri Lanka,7.0,7.0,6.0,4.0,1.0
2096,Bangladesh,New Zealand,2004-11-02,0,1,New Zealand,1.0,9.0,0.0,4.0,1.0
2097,Bangladesh,New Zealand,2004-11-05,0,1,New Zealand,1.0,9.0,0.0,5.0,1.0
2098,Bangladesh,New Zealand,2004-11-07,0,1,New Zealand,1.0,9.0,0.0,6.0,1.0
2099,India,Pakistan,2004-11-13,0,1,Pakistan,4.0,6.0,4.0,6.0,1.0
2100,Zimbabwe,England,2004-11-28,0,1,England,0.0,6.0,1.0,9.0,1.0
2101,Zimbabwe,England,2004-12-01,0,1,England,0.0,6.0,1.0,9.0,1.0
2102,Zimbabwe,England,2004-12-04,0,1,England,0.0,7.0,1.0,9.0,1.0
2103,Australia,New Zealand,2004-12-05,0,1,New Zealand,8.0,9.0,7.0,3.0,1.0
2104,Zimbabwe,England,2004-12-05,0,1,England,0.0,8.0,1.0,9.0,1.0
2105,Australia,New Zealand,2004-12-08,0,1,Australia,7.0,9.0,7.0,3.0,0.0
2106,Bangladesh,India,2004-12-23,0,1,India,1.0,3.0,0.0,10.0,1.0
2107,New Zealand,Sri Lanka,2004-12-26,0,1,New Zealand,8.0,7.0,3.0,7.0,0.0
2108,Bangladesh,India,2004-12-26,0,1,Bangladesh,0.0,4.0,0.0,10.0,0.0
2109,Bangladesh,India,2004-12-27,0,1,India,1.0,3.0,1.0,9.0,1.0
2110,Australia,West Indies,2005-01-14,0,1,Australia,8.0,7.0,7.0,3.0,0.0
2111,Australia,Pakistan,2005-01-16,0,1,Australia,8.0,7.0,7.0,3.0,0.0
2112,Pakistan,West Indies,2005-01-19,2,2,Pakistan,7.0,6.0,5.0,5.0,0.0
2113,Bangladesh,Zimbabwe,2005-01-20,0,1,Zimbabwe,1.0,0.0,1.0,9.0,1.0
2114,Australia,Pakistan,2005-01-23,0,1,Australia,8.0,7.0,8.0,2.0,0.0
2115,Bangladesh,Zimbabwe,2005-01-24,0,1,Zimbabwe,1.0,1.0,1.0,9.0,1.0
2116,Bangladesh,Zimbabwe,2005-01-26,0,1,Bangladesh,1.0,2.0,1.0,9.0,0.0
2117,Australia,West Indies,2005-01-26,0,1,Australia,8.0,5.0,7.0,3.0,0.0
2118,Pakistan,West Indies,2005-01-28,2,2,West Indies,6.0,5.0,5.0,5.0,1.0
2119,Bangladesh,Zimbabwe,2005-01-29,0,1,Bangladesh,2.0,2.0,2.0,8.0,0.0
2120,Australia,Pakistan,2005-01-30,0,1,Pakistan,8.0,6.0,8.0,2.0,1.0
2121,South Africa,England,2005-01-30,0,1,England,1.0,8.0,6.0,4.0,1.0
2122,Bangladesh,Zimbabwe,2005-01-31,0,1,Bangladesh,3.0,2.0,3.0,7.0,0.0
2123,Pakistan,West Indies,2005-02-01,2,2,Pakistan,6.0,6.0,5.0,5.0,0.0
2124,Australia,Pakistan,2005-02-04,0,1,Australia,7.0,6.0,7.0,3.0,0.0
2125,South Africa,England,2005-02-04,0,1,South Africa,1.0,8.0,5.0,5.0,0.0
2126,Australia,Pakistan,2005-02-06,0,1,Australia,7.0,5.0,8.0,2.0,0.0
2127,South Africa,England,2005-02-06,0,1,South Africa,2.0,8.0,6.0,4.0,0.0
2128,South Africa,England,2005-02-09,0,1,South Africa,3.0,7.0,6.0,4.0,0.0
2129,South Africa,England,2005-02-13,0,1,South Africa,4.0,6.0,6.0,4.0,0.0
2130,New Zealand,Australia,2005-02-19,0,1,Australia,8.0,7.0,2.0,8.0,1.0
2131,New Zealand,Australia,2005-02-22,0,1,Australia,7.0,8.0,1.0,9.0,1.0
2132,South Africa,Zimbabwe,2005-02-25,0,1,South Africa,5.0,2.0,9.0,1.0,0.0
2133,New Zealand,Australia,2005-02-26,0,1,Australia,6.0,9.0,1.0,9.0,1.0
2134,South Africa,Zimbabwe,2005-02-27,0,1,South Africa,6.0,2.0,9.0,1.0,0.0
2135,New Zealand,Australia,2005-03-01,0,1,Australia,5.0,9.0,1.0,9.0,1.0
2136,South Africa,Zimbabwe,2005-03-02,0,1,South Africa,7.0,2.0,9.0,1.0,0.0
2137,New Zealand,Australia,2005-03-05,0,1,Australia,5.0,9.0,1.0,9.0,1.0
2138,India,Pakistan,2005-04-02,0,1,India,4.0,4.0,4.0,6.0,0.0
2139,India,Pakistan,2005-04-05,0,1,India,5.0,4.0,4.0,6.0,0.0
2140,India,Pakistan,2005-04-09,0,1,Pakistan,6.0,3.0,4.0,6.0,1.0
2141,India,Pakistan,2005-04-12,0,1,Pakistan,6.0,4.0,4.0,6.0,1.0
2142,India,Pakistan,2005-04-15,0,1,Pakistan,5.0,4.0,4.0,6.0,1.0
2143,India,Pakistan,2005-04-17,0,1,Pakistan,4.0,5.0,3.0,7.0,1.0
2144,West Indies,South Africa,2005-05-07,0,1,South Africa,5.0,8.0,4.0,6.0,1.0
2145,West Indies,South Africa,2005-05-08,0,1,South Africa,5.0,8.0,4.0,6.0,1.0
2146,West Indies,South Africa,2005-05-11,0,1,South Africa,4.0,9.0,4.0,6.0,1.0
2147,West Indies,South Africa,2005-05-14,0,1,South Africa,3.0,10.0,3.0,7.0,1.0
2148,West Indies,South Africa,2005-05-15,0,1,South Africa,2.0,10.0,3.0,7.0,1.0
2149,West Indies,Pakistan,2005-05-18,0,1,Pakistan,1.0,6.0,4.0,6.0,1.0
2150,West Indies,Pakistan,2005-05-21,0,1,Pakistan,1.0,6.0,4.0,6.0,1.0
2151,West Indies,Pakistan,2005-05-22,0,1,Pakistan,1.0,6.0,3.0,7.0,1.0
2152,England,Bangladesh,2005-06-16,0,1,England,5.0,4.0,4.0,0.0,0.0
2153,Australia,Bangladesh,2005-06-18,2,2,Bangladesh,9.0,4.0,6.0,0.0,1.0
2154,England,Australia,2005-06-19,0,1,England,6.0,8.0,1.0,9.0,0.0
2155,England,Bangladesh,2005-06-21,0,1,England,6.0,5.0,5.0,0.0,0.0
2156,England,Australia,2005-06-23,0,1,Australia,6.0,7.0,2.0,8.0,1.0
2157,Australia,Bangladesh,2005-06-25,2,2,Australia,8.0,5.0,6.0,1.0,0.0
2158,England,Bangladesh,2005-06-26,0,1,England,5.0,4.0,6.0,0.0,0.0
2159,Australia,Bangladesh,2005-06-30,2,2,Australia,8.0,4.0,7.0,1.0,0.0
2160,England,Australia,2005-07-07,0,1,England,5.0,8.0,2.0,8.0,0.0
2161,England,Australia,2005-07-10,0,1,Australia,5.0,7.0,3.0,7.0,1.0
2162,England,Australia,2005-07-12,0,1,Australia,5.0,7.0,3.0,7.0,1.0
2163,Sri Lanka,India,2005-07-30,0,1,Sri Lanka,6.0,4.0,3.0,7.0,0.0
2164,India,West Indies,2005-07-31,2,2,India,4.0,1.0,5.0,5.0,0.0
2165,Sri Lanka,West Indies,2005-08-02,0,1,Sri Lanka,6.0,0.0,7.0,3.0,0.0
2166,Sri Lanka,India,2005-08-03,0,1,Sri Lanka,6.0,4.0,4.0,6.0,0.0
2167,Sri Lanka,West Indies,2005-08-06,0,1,West Indies,6.0,0.0,8.0,2.0,1.0
2168,India,West Indies,2005-08-07,2,2,India,4.0,1.0,5.0,5.0,0.0
2169,Sri Lanka,India,2005-08-09,0,1,Sri Lanka,5.0,4.0,5.0,5.0,0.0
2170,Zimbabwe,New Zealand,2005-08-24,0,1,New Zealand,2.0,4.0,4.0,6.0,1.0
2171,India,New Zealand,2005-08-26,2,2,New Zealand,3.0,4.0,4.0,6.0,1.0
2172,Zimbabwe,India,2005-08-29,0,1,India,2.0,2.0,1.0,9.0,1.0
2173,Sri Lanka,Bangladesh,2005-08-31,0,1,Sri Lanka,6.0,4.0,10.0,0.0,0.0
2174,Zimbabwe,New Zealand,2005-08-31,0,1,New Zealand,2.0,4.0,4.0,6.0,1.0
2175,Sri Lanka,Bangladesh,2005-09-02,0,1,Sri Lanka,7.0,4.0,10.0,0.0,0.0
2176,India,New Zealand,2005-09-02,2,2,India,3.0,4.0,4.0,6.0,0.0
2177,Sri Lanka,Bangladesh,2005-09-04,0,1,Sri Lanka,7.0,3.0,10.0,0.0,0.0
2178,Zimbabwe,India,2005-09-04,0,1,India,1.0,4.0,1.0,9.0,1.0
2179,India,New Zealand,2005-09-06,2,2,New Zealand,5.0,4.0,5.0,5.0,1.0
2180,South Africa,New Zealand,2005-10-23,0,1,South Africa,10.0,4.0,4.0,6.0,0.0
2181,India,Sri Lanka,2005-10-25,0,1,India,5.0,8.0,5.0,5.0,0.0
2182,India,Sri Lanka,2005-10-28,2,2,India,6.0,7.0,5.0,5.0,0.0
2183,South Africa,New Zealand,2005-10-28,0,1,South Africa,10.0,4.0,4.0,6.0,0.0
2184,South Africa,New Zealand,2005-10-30,0,1,South Africa,10.0,4.0,4.0,6.0,0.0
2185,India,Sri Lanka,2005-10-31,0,1,India,6.0,7.0,5.0,5.0,0.0
2186,India,Sri Lanka,2005-11-03,0,1,India,7.0,6.0,5.0,5.0,0.0
2187,South Africa,New Zealand,2005-11-06,0,1,South Africa,10.0,4.0,4.0,6.0,0.0
2188,India,Sri Lanka,2005-11-06,0,1,Sri Lanka,7.0,5.0,5.0,5.0,1.0
2189,India,Sri Lanka,2005-11-09,0,1,India,7.0,5.0,5.0,5.0,0.0
2190,India,Sri Lanka,2005-11-12,0,1,India,8.0,5.0,5.0,5.0,0.0
2191,India,South Africa,2005-11-16,0,1,South Africa,8.0,10.0,4.0,6.0,1.0
2192,India,South Africa,2005-11-19,0,1,India,7.0,10.0,4.0,6.0,0.0
2193,India,South Africa,2005-11-25,0,1,South Africa,7.0,9.0,5.0,5.0,1.0
2194,India,South Africa,2005-11-28,0,1,India,7.0,9.0,4.0,6.0,0.0
2195,New Zealand,Australia,2005-12-03,0,1,Australia,4.0,7.0,1.0,9.0,1.0
2196,New Zealand,Australia,2005-12-07,0,1,Australia,4.0,7.0,1.0,9.0,1.0
2197,New Zealand,Australia,2005-12-10,0,1,New Zealand,3.0,7.0,1.0,9.0,0.0
2198,Pakistan,England,2005-12-10,0,1,England,7.0,5.0,5.0,5.0,1.0
2199,Pakistan,England,2005-12-12,0,1,Pakistan,7.0,6.0,5.0,5.0,0.0
2200,Pakistan,England,2005-12-15,0,1,Pakistan,8.0,6.0,6.0,4.0,0.0
2201,Pakistan,England,2005-12-19,0,1,Pakistan,9.0,5.0,6.0,4.0,0.0
2202,Pakistan,England,2005-12-21,0,1,England,9.0,4.0,6.0,4.0,1.0
2203,New Zealand,Sri Lanka,2005-12-31,0,1,New Zealand,3.0,4.0,4.0,6.0,0.0
2204,New Zealand,Sri Lanka,2006-01-03,0,1,New Zealand,3.0,3.0,4.0,6.0,0.0
2205,New Zealand,Sri Lanka,2006-01-06,0,1,New Zealand,4.0,2.0,5.0,5.0,0.0
2206,New Zealand,Sri Lanka,2006-01-08,0,1,Sri Lanka,4.0,1.0,6.0,4.0,1.0
2207,Australia,Sri Lanka,2006-01-13,0,1,Australia,7.0,2.0,7.0,3.0,0.0
2208,Australia,South Africa,2006-01-15,0,1,South Africa,8.0,8.0,8.0,2.0,1.0
2209,South Africa,Sri Lanka,2006-01-17,2,2,Sri Lanka,8.0,2.0,4.0,6.0,1.0
2210,Australia,South Africa,2006-01-20,0,1,Australia,7.0,7.0,8.0,2.0,0.0
2211,Australia,Sri Lanka,2006-01-22,0,1,Sri Lanka,7.0,3.0,8.0,2.0,1.0
2212,South Africa,Sri Lanka,2006-01-24,2,2,South Africa,6.0,4.0,3.0,7.0,0.0
2213,Australia,Sri Lanka,2006-01-26,0,1,Australia,6.0,3.0,7.0,3.0,0.0
2214,Australia,Sri Lanka,2006-01-29,0,1,Australia,7.0,3.0,7.0,3.0,0.0
2215,South Africa,Sri Lanka,2006-01-31,2,2,South Africa,6.0,3.0,3.0,7.0,0.0
2216,Australia,South Africa,2006-02-03,0,1,Australia,7.0,6.0,8.0,2.0,0.0
2217,Australia,South Africa,2006-02-05,0,1,Australia,7.0,5.0,8.0,2.0,0.0
2218,Pakistan,India,2006-02-06,0,1,Pakistan,8.0,7.0,8.0,2.0,0.0
2219,South Africa,Sri Lanka,2006-02-07,2,2,Sri Lanka,4.0,3.0,4.0,6.0,1.0
2220,Australia,Sri Lanka,2006-02-10,0,1,Sri Lanka,7.0,4.0,7.0,3.0,1.0
2221,Pakistan,India,2006-02-11,0,1,India,8.0,6.0,8.0,2.0,1.0
2222,Australia,Sri Lanka,2006-02-12,0,1,Australia,6.0,5.0,6.0,4.0,0.0
2223,Pakistan,India,2006-02-13,0,1,India,7.0,6.0,7.0,3.0,1.0
2224,Australia,Sri Lanka,2006-02-14,0,1,Australia,7.0,4.0,6.0,4.0,0.0
2225,Pakistan,India,2006-02-16,0,1,India,6.0,6.0,6.0,4.0,1.0
2226,New Zealand,West Indies,2006-02-18,0,1,New Zealand,4.0,1.0,7.0,3.0,0.0
2227,Pakistan,India,2006-02-19,0,1,India,5.0,7.0,5.0,5.0,1.0
2228,Bangladesh,Sri Lanka,2006-02-20,0,1,Sri Lanka,2.0,4.0,0.0,10.0,1.0
2229,New Zealand,West Indies,2006-02-22,0,1,New Zealand,5.0,1.0,7.0,3.0,0.0
2230,Bangladesh,Sri Lanka,2006-02-22,0,1,Bangladesh,1.0,4.0,0.0,10.0,0.0
2231,New Zealand,West Indies,2006-02-25,0,1,New Zealand,6.0,1.0,7.0,3.0,0.0
2232,Bangladesh,Sri Lanka,2006-02-25,0,1,Sri Lanka,2.0,3.0,1.0,9.0,1.0
2233,Zimbabwe,Kenya,2006-02-25,0,1,Zimbabwe,0.0,1.0,9.0,1.0,0.0
2234,Zimbabwe,Kenya,2006-02-26,0,1,Kenya,1.0,1.0,9.0,1.0,1.0
2235,South Africa,Australia,2006-02-26,0,1,South Africa,4.0,7.0,2.0,8.0,0.0
2236,New Zealand,West Indies,2006-03-01,0,1,New Zealand,7.0,1.0,7.0,3.0,0.0
2237,Zimbabwe,Kenya,2006-03-01,0,1,Kenya,1.0,2.0,8.0,2.0,1.0
2238,Zimbabwe,Kenya,2006-03-03,0,1,Zimbabwe,1.0,2.0,7.0,3.0,0.0
2239,South Africa,Australia,2006-03-03,0,1,South Africa,4.0,7.0,3.0,7.0,0.0
2240,New Zealand,West Indies,2006-03-04,0,1,West Indies,8.0,1.0,8.0,2.0,1.0
2241,South Africa,Australia,2006-03-05,0,1,Australia,5.0,6.0,4.0,6.0,1.0
2242,South Africa,Australia,2006-03-10,0,1,Australia,4.0,7.0,4.0,6.0,1.0
2243,South Africa,Australia,2006-03-12,0,1,South Africa,4.0,7.0,4.0,6.0,0.0
2244,Bangladesh,Kenya,2006-03-17,0,1,Bangladesh,1.0,2.0,1.0,6.0,0.0
2245,Sri Lanka,Pakistan,2006-03-19,0,1,Pakistan,4.0,4.0,5.0,5.0,1.0
2246,Bangladesh,Kenya,2006-03-20,0,1,Bangladesh,2.0,2.0,2.0,6.0,0.0
2247,Sri Lanka,Pakistan,2006-03-22,0,1,Pakistan,4.0,5.0,5.0,5.0,1.0
2248,Bangladesh,Kenya,2006-03-23,0,1,Bangladesh,3.0,2.0,3.0,6.0,0.0
2249,Bangladesh,Kenya,2006-03-25,0,1,Bangladesh,4.0,2.0,4.0,6.0,0.0
2250,India,England,2006-03-28,0,1,India,7.0,4.0,5.0,5.0,0.0
2251,India,England,2006-03-31,0,1,India,7.0,4.0,6.0,4.0,0.0
2252,India,England,2006-04-03,0,1,India,8.0,3.0,7.0,3.0,0.0
2253,India,England,2006-04-06,0,1,India,8.0,2.0,7.0,3.0,0.0
2254,India,England,2006-04-12,0,1,England,9.0,2.0,8.0,2.0,1.0
2255,India,England,2006-04-15,0,1,India,8.0,3.0,7.0,3.0,0.0
2256,India,Pakistan,2006-04-18,2,2,Pakistan,9.0,5.0,5.0,5.0,1.0
